Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
SIC_02_4349_18,7733b0ceda404066b166142b868d85ea,2026-02-02T13:00:22Z,2023-11-27T11:08:10Z,Windows,Windows 11,Workstation,192.168.192.1,177.23.184.152,00-d7-6d-6e-aa-a0,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",diegoo4349_18,"Protecao fase 3 - Global Windows
14 Jan 26 14:34 UTC","Windows - Estacoes - Global
14 Jan 26 14:36 UTC","platform_default
17 Apr 25 12:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:50 UTC"
SIC_02_4349_19,f67a90d451d1459c8df654db55d1fc30,2026-02-02T13:21:54Z,2025-04-22T10:56:14Z,Windows,Windows 10,Workstation,192.168.191.10,179.48.65.201,5c-cd-5b-c0-72-0e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",kilmers4349_19,"Protecao fase 3 - Global Windows
14 Jan 26 11:59 UTC","Windows - Estacoes - Global
14 Jan 26 11:39 UTC","platform_default
22 Apr 25 10:58 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Apr 25 11:00 UTC"
SIC_02_4349_21,e154498586fb4356b14d3cfdc682735f,2026-02-02T13:15:21Z,2025-06-12T14:42:32Z,Windows,Windows 10,Workstation,10.14.142.55,138.118.2.184,f0-d4-e2-f6-c3-ac,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",eduardof4349_12,"Protecao fase 3 - Global Windows
14 Jan 26 14:14 UTC","Windows - Estacoes - Global
26 Jan 26 14:03 UTC","platform_default
12 Jun 25 14:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Jun 25 14:53 UTC"
SIC_02_4349_97,9bf203ded5a84a94a557b2c4c20e989f,2026-02-02T13:14:53Z,2025-05-05T11:57:56Z,Windows,Windows 10,Workstation,10.14.93.59,138.118.3.55,a4-bb-6d-7c-52-46,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",giovannac4349_97,"Protecao fase 3 - Global Windows
14 Jan 26 12:01 UTC","Windows - Estacoes - Global
14 Jan 26 12:02 UTC","platform_default
05 May 25 12:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 May 25 12:07 UTC"
SIC_03_4349_00,520d8dd2dcf04bee9199c68b4e906d81,2026-02-02T13:10:43Z,2024-07-30T20:58:39Z,Windows,Windows 10,Workstation,10.14.28.95,189.75.104.70,b4-45-06-43-82-ec,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",SIC_03_4349_00$,"Protecao fase 3 - Global Windows
14 Jan 26 12:10 UTC","Windows - Estacoes - Global
14 Jan 26 11:49 UTC","platform_default
17 Apr 25 01:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Aug 24 12:48 UTC"
SIC_03_4349_01,5ee7f689074f4579a4d32b580370c3f9,2026-01-30T21:33:28Z,2025-03-12T14:52:38Z,Windows,Windows 10,Workstation,10.14.46.51,138.118.3.62,d0-94-66-aa-d7-65,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",giulian4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:12 UTC","Windows - Estacoes - Global
14 Jan 26 12:08 UTC","platform_default
17 Apr 25 15:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Mar 25 14:58 UTC"
SIC_03_4349_03,edc917a4c9d14390ab0d43abbfa95825,2026-02-02T13:28:02Z,2024-07-29T16:19:12Z,Windows,Windows 10,Workstation,10.14.93.61,138.118.3.55,d0-94-66-c0-a8-1f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",carolinew4349_97,"Protecao fase 3 - Global Windows
14 Jan 26 12:11 UTC","Windows - Estacoes - Global
14 Jan 26 12:22 UTC","platform_default
17 Apr 25 09:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Aug 24 12:40 UTC"
SIC_03_4349_04,b1fa23daab184a409650ddb8cc7e85fb,2026-02-02T13:18:27Z,2025-12-15T11:30:49Z,Windows,Windows 11,Workstation,10.14.64.58,45.236.214.206,b4-45-06-33-2d-37,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",edineiac4349_04,"Protecao fase 3 - Global Windows
20 Jan 26 11:38 UTC","Windows - Estacoes - Global
20 Jan 26 11:41 UTC","platform_default
15 Dec 25 11:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Dec 25 11:36 UTC"
SIC_03_4349_06,0f0d7bd58def4410bfece2960c86689e,2026-02-02T13:06:05Z,2023-11-28T13:27:14Z,Windows,Windows 11,Workstation,10.14.93.50,138.118.3.55,d0-94-66-ce-8a-59,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",igorm4349_97,"Protecao fase 3 - Global Windows
13 Jan 26 23:24 UTC","Windows - Estacoes - Global
14 Jan 26 09:25 UTC","platform_default
17 Apr 25 09:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:49 UTC"
SIC_03_4349_07,4de45918d50247039a39f348c2a83e35,2026-02-02T12:56:57Z,2024-02-02T13:32:54Z,Windows,Windows 10,Workstation,10.14.24.62,177.130.29.68,00-be-43-c8-1e-43,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",brendao4349_05,"Protecao fase 3 - Global Windows
14 Jan 26 11:15 UTC","Windows - Estacoes - Global
14 Jan 26 11:18 UTC","platform_default
17 Apr 25 11:10 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:31 UTC"
SIC_03_4349_08,350672303b934e58ab85066c63ac5a56,2026-02-02T13:15:55Z,2023-10-31T21:13:54Z,Windows,Windows 10,Workstation,10.14.75.52,138.118.2.250,f4-ee-08-e4-87-d2,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",nadias4349_08,"Protecao fase 3 - Global Windows
14 Jan 26 11:53 UTC","Windows - Estacoes - Global
14 Jan 26 11:55 UTC","platform_default
17 Apr 25 11:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:34 UTC"
SIC_03_4349_09,7dd6f3fb93f049db86f9c2949fdc61a1,2026-02-02T13:21:25Z,2023-11-01T18:36:15Z,Windows,Windows 10,Workstation,10.14.74.58,190.111.171.216,d0-94-66-d9-a6-24,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",cristielir4349_09,"Protecao fase 3 - Global Windows
21 Jan 26 11:21 UTC","Windows - Estacoes - Global
21 Jan 26 11:23 UTC","platform_default
17 Apr 25 10:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:30 UTC"
SIC_03_4349_12,5ba7b7c1d01f4024a1f0adf0406fc829,2026-02-02T12:32:50Z,2025-12-11T13:15:37Z,Windows,Windows 11,Workstation,10.14.142.53,138.118.2.184,a4-bb-6d-12-91-72,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",erikac4349_12,"Protecao fase 3 - Global Windows
14 Jan 26 12:36 UTC","Windows - Estacoes - Global
14 Jan 26 12:39 UTC","platform_default
11 Dec 25 13:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Dec 25 13:19 UTC"
SIC_03_4349_16,895b200b6b094443a35ca9e935377971,2026-02-02T13:10:59Z,2025-02-04T20:22:10Z,Windows,Windows 10,Workstation,10.14.182.51,138.118.3.167,84-7b-eb-e6-55-3c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",carlose4349_16,"Protecao fase 3 - Global Windows
14 Jan 26 12:19 UTC","Windows - Estacoes - Global
14 Jan 26 12:21 UTC","platform_default
17 Apr 25 13:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 20:32 UTC"
SIC_03_4349_17,03bbff514c27441d9b8cb22696c2c896,2026-02-02T13:27:43Z,2023-10-31T21:21:55Z,Windows,Windows 10,Workstation,10.14.140.51,168.228.39.103,c8-4b-d6-07-ed-e2,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",samuels4349_17,"Protecao fase 3 - Global Windows
14 Jan 26 11:34 UTC","Windows - Estacoes - Global
14 Jan 26 12:07 UTC","platform_default
17 Apr 25 12:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 Aug 24 12:19 UTC"
SIC_03_4349_19,34a9ea86f0f345d0be025b132a74148c,2026-02-02T13:13:36Z,2025-10-28T14:36:48Z,Windows,Windows 10,Workstation,10.14.191.52,179.48.65.201,6c-3c-8c-1b-9c-6f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",gabrielled4349_19,"Protecao fase 3 - Global Windows
14 Jan 26 11:23 UTC","Windows - Estacoes - Global
14 Jan 26 11:43 UTC","platform_default
28 Oct 25 14:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Oct 25 14:43 UTC"
SIC_03_4349_97,0e650e8263ab43d2b55787ef4403e567,2026-02-02T13:14:31Z,2025-07-15T17:23:12Z,Windows,Windows 10,Workstation,10.14.93.56,138.118.3.55,00-be-43-c7-71-a3,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",rafaelas4349_97,"Protecao fase 3 - Global Windows
14 Jan 26 12:12 UTC","Windows - Estacoes - Global
14 Jan 26 12:22 UTC","platform_default
15 Jul 25 17:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Jul 25 11:58 UTC"
SIC_04_4349_00,41d93a72ce9c4d3dbfbf8178c93c2cf5,2026-02-02T13:04:36Z,2023-11-24T14:41:53Z,Windows,Windows 11,Workstation,192.168.190.1,45.6.108.67,5c-cd-5b-e2-df-6a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",gabrielag4349_20,"Protecao fase 3 - Global Windows
15 Jan 26 12:19 UTC","Windows - Estacoes - Global
15 Jan 26 12:19 UTC","platform_default
17 Apr 25 11:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Aug 24 11:28 UTC"
SIC_04_4349_01,abeda8e2510049869b15603d48c5eea2,2026-02-02T13:09:16Z,2025-11-12T18:08:25Z,Windows,Windows 11,Workstation,10.14.46.50,138.118.3.62,d0-94-66-c6-52-4f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",emillyn4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:51 UTC","Windows - Estacoes - Global
14 Jan 26 12:16 UTC","platform_default
12 Nov 25 18:10 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Nov 25 18:11 UTC"
SIC_04_4349_02,7bcfa339bf6648a99c4a14f2a3835e48,2026-02-02T13:15:24Z,2023-12-01T11:16:20Z,Windows,Windows 10,Workstation,10.14.21.63,45.231.20.62,d0-94-66-c6-61-30,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",larahm4349_02,"Protecao fase 3 - Global Windows
15 Jan 26 12:49 UTC","Windows - Estacoes - Global
15 Jan 26 12:51 UTC","platform_default
17 Apr 25 11:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:32 UTC"
SIC_04_4349_04,c47379bcf68144f7bac56a236d7bae40,2026-02-02T13:10:19Z,2025-08-11T14:21:49Z,Windows,Windows 11,Workstation,10.14.64.51,45.236.214.206,d0-94-66-ae-4d-96,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",karitap4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:23 UTC","Windows - Estacoes - Global
14 Jan 26 11:25 UTC","platform_default
11 Aug 25 14:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Aug 25 14:24 UTC"
SIC_04_4349_05,657c6e042717408bb2ef9a3438e0f970,2026-02-02T13:19:14Z,2023-11-27T11:10:40Z,Windows,Windows 10,Workstation,10.14.24.58,177.130.29.68,d0-94-66-bb-54-1d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",geraldom4349_05,"Protecao fase 3 - Global Windows
14 Jan 26 11:13 UTC","Windows - Estacoes - Global
14 Jan 26 11:59 UTC","platform_default
17 Apr 25 09:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:23 UTC"
SIC_04_4349_12,418531192be2456dafde904e7227f38c,2026-02-02T13:19:12Z,2023-11-01T18:59:45Z,Windows,Windows 10,Workstation,10.14.186.52,138.118.2.23,d0-94-66-d9-a5-ec,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",brunam4349_21,"Protecao fase 3 - Global Windows
14 Jan 26 12:58 UTC","Windows - Estacoes - Global
14 Jan 26 12:58 UTC","platform_default
17 Apr 25 12:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:31 UTC"
SIC_04_4349_16,a135daf65b194127942755329d1d7179,2026-01-06T13:17:03Z,2025-10-14T20:38:46Z,Windows,Windows 11,Workstation,10.14.182.50,138.118.3.167,34-73-5a-fc-9d-55,7.31.20309.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
15 Oct 25 14:02 UTC","Windows - Estacoes - Global
09 Dec 25 20:36 UTC","platform_default
14 Oct 25 20:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Oct 25 20:42 UTC"
SIC_04_4349_97,89a2d09131f644dca19cfa01a1e3c41e,2026-02-02T13:22:05Z,2025-07-15T18:45:44Z,Windows,Windows 10,Workstation,10.14.93.58,138.118.3.55,a4-bb-6d-7c-52-58,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",marianej4349_97,"Protecao fase 3 - Global Windows
14 Jan 26 12:02 UTC","Windows - Estacoes - Global
14 Jan 26 12:04 UTC","platform_default
15 Jul 25 18:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jul 25 17:07 UTC"
SIC_05_4349_00,d3321d3e0c7348ddb813627c7b98cfd2,2026-02-02T13:26:05Z,2025-07-30T13:00:09Z,Windows,Windows 10,Workstation,10.13.93.9,138.118.3.55,00-d7-6d-9c-0a-a9,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",deboraf4349_03,"Protecao fase 3 - Global Windows
14 Jan 26 11:21 UTC","Windows - Estacoes - Global
14 Jan 26 11:24 UTC","platform_default
30 Jul 25 13:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jul 25 13:04 UTC"
SIC_05_4349_02,110e7575eed74b599a12309adc775879,2026-02-02T12:37:27Z,2025-10-02T18:35:16Z,Windows,Windows 11,Workstation,192.168.21.2,45.231.20.62,5c-cd-5b-9e-5b-29,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",saras4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 11:13 UTC","Windows - Estacoes - Global
14 Jan 26 11:23 UTC","platform_default
02 Oct 25 18:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Oct 25 18:41 UTC"
SIC_05_4349_03,57e7a24f88244cd7a7272a9dbb19de5b,2026-02-02T13:17:26Z,2025-10-23T19:03:36Z,Windows,Windows 11,Workstation,10.14.93.51,138.118.3.55,d0-94-66-c0-ad-5e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 11:37 UTC","Windows - Estacoes - Global
14 Jan 26 11:39 UTC","platform_default
23 Oct 25 19:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Oct 25 20:27 UTC"
SIC_05_4349_04,192c72b070564d779d1f91266f20ce07,2026-02-02T13:23:19Z,2023-11-01T15:42:58Z,Windows,Windows 10,Workstation,10.14.64.59,45.236.214.206,d0-94-66-b4-4a-f8,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",karitap4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 12:34 UTC","Windows - Estacoes - Global
14 Jan 26 12:32 UTC","platform_default
17 Apr 25 12:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:21 UTC"
SIC_05_4349_05,681f49a913954ce886e033b2fd655a42,2026-02-02T13:11:11Z,2024-02-07T12:08:38Z,Windows,Windows 10,Workstation,10.14.24.59,177.130.29.68,d0-94-66-bb-54-1b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",camillap4349_05,"Protecao fase 3 - Global Windows
26 Jan 26 11:38 UTC","Windows - Estacoes - Global
26 Jan 26 12:08 UTC","platform_default
17 Apr 25 11:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:34 UTC"
SIC_05_4349_06,c84a2ab3a9634dbf8716f575a892fdb8,2026-02-02T13:08:55Z,2025-08-20T20:55:42Z,Windows,Windows 11,Workstation,192.168.141.1,45.169.196.245,00-d7-6d-7c-3f-7b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",rudyj4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 16:02 UTC","Windows - Estacoes - Global
14 Jan 26 16:04 UTC","platform_default
20 Aug 25 20:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Aug 25 20:59 UTC"
SIC_05_4349_07,1740c6a4109d4152a4da8db883f22a9e,2026-02-02T13:11:31Z,2024-02-20T11:40:23Z,Windows,Windows 11,Workstation,10.14.21.57,45.231.20.62,d0-94-66-cf-44-f9,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",josev4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 11:16 UTC","Windows - Estacoes - Global
14 Jan 26 11:39 UTC","platform_default
17 Apr 25 11:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:47 UTC"
SIC_05_4349_12,5233b4726a0141dbb468f87f54620d75,2026-02-02T13:07:59Z,2024-10-07T15:17:11Z,Windows,Windows 10,Workstation,192.168.28.42,189.75.104.70,4e-dc-cf-f1-58-bb,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",romeur4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 09:18 UTC","Windows - Estacoes - Global
14 Jan 26 09:20 UTC","platform_default
17 Apr 25 12:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Oct 24 15:20 UTC"
SIC_05_4349_13,2dd3ee6b356d4b4ebad541641c608698,2026-02-02T13:08:17Z,2023-11-01T19:15:27Z,Windows,Windows 11,Workstation,10.14.143.50,177.86.169.244,74-86-e2-db-d3-4b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",ottaviov4349_13,"Protecao fase 3 - Global Windows
14 Jan 26 11:26 UTC","Windows - Estacoes - Global
14 Jan 26 12:02 UTC","platform_default
17 Apr 25 12:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:34 UTC"
SIC_05_4349_16,4a744b63c52e41ea942c3cae5ea06bc7,2026-02-02T13:21:41Z,2025-10-02T15:02:10Z,Windows,Windows 11,Workstation,192.168.182.2,138.118.3.167,5c-cd-5b-da-b1-eb,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",adailtonn4349_16,"Protecao fase 3 - Global Windows
14 Jan 26 17:13 UTC","Windows - Estacoes - Global
14 Jan 26 20:30 UTC","platform_default
02 Oct 25 15:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Oct 25 15:07 UTC"
SIC_05_4349_97,62686b493b414836a3eaccea65409289,2026-02-02T13:06:25Z,2025-10-29T12:21:54Z,Windows,Windows 11,Workstation,10.14.28.62,189.75.104.70,00-be-43-c8-0e-d9,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",murillom4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:12 UTC","Windows - Estacoes - Global
14 Jan 26 12:16 UTC","platform_default
29 Oct 25 12:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
29 Oct 25 12:23 UTC"
SIC_06_4349_00,dd6ee73f739c4659a6ecc8135a26c26f,2026-02-02T13:23:05Z,2025-12-19T17:18:34Z,Windows,Windows 11,Workstation,192.168.28.40,189.75.104.70,6c-f6-da-6f-4f-af,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
19 Jan 26 12:59 UTC","Windows - Estacoes - Global
19 Jan 26 12:48 UTC","platform_default
19 Dec 25 17:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 Dec 25 17:22 UTC"
SIC_06_4349_03,3c761ad422544469ad131058ef72694d,2026-01-30T21:10:11Z,2025-10-30T17:39:49Z,Windows,Windows 11,Workstation,192.168.93.3,138.118.3.55,00-d7-6d-9b-e9-0c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",deboraf4349_03,"Protecao fase 3 - Global Windows
14 Jan 26 11:28 UTC","Windows - Estacoes - Global
14 Jan 26 11:29 UTC","platform_default
30 Oct 25 17:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Nov 25 12:08 UTC"
SIC_06_4349_04,dc05c9facf9f48a697a271583bfb55eb,2026-02-02T13:12:23Z,2023-11-01T15:32:58Z,Windows,Windows 10,Workstation,10.14.64.60,45.236.214.206,d0-94-66-d9-a6-4f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",amandak4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:59 UTC","Windows - Estacoes - Global
14 Jan 26 12:02 UTC","platform_default
17 Apr 25 11:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:28 UTC"
SIC_06_4349_07,faac7855f32e47aba46744f4558ae02f,2026-02-02T13:06:31Z,2023-11-01T17:26:58Z,Windows,Windows 10,Workstation,10.14.94.57,45.231.20.46,00-be-43-c8-1f-80,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",isabelaa4349_07,"Protecao fase 3 - Global Windows
14 Jan 26 11:14 UTC","Windows - Estacoes - Global
14 Jan 26 11:40 UTC","platform_default
17 Apr 25 11:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:48 UTC"
SIC_06_4349_97,c6940beb75404a7982ec2d4c4f9b2f6c,2026-02-02T13:10:57Z,2025-10-30T19:21:21Z,Windows,Windows 11,Workstation,10.14.28.60,189.75.104.70,8c-04-ba-a5-b5-00,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",gabriellyn4349_97,"Protecao fase 3 - Global Windows
14 Jan 26 12:12 UTC","Windows - Estacoes - Global
14 Jan 26 12:08 UTC","platform_default
30 Oct 25 19:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Oct 25 19:30 UTC"
SIC_07_4349_00,d550202048b4470c962f0a16e92266c3,2026-02-02T13:22:31Z,2025-03-31T14:01:48Z,Windows,Windows 11,Workstation,192.168.28.39,189.75.104.70,5c-cd-5b-f8-52-5a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",alianyc4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:18 UTC","platform_default
17 Apr 25 12:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Mar 25 14:09 UTC"
SIC_07_4349_01,d4557889edf74783bea7793ebdfa94c9,2026-01-30T17:49:45Z,2023-12-13T15:14:07Z,Windows,Windows 10,Workstation,10.14.46.58,138.118.3.62,a4-bb-6d-7c-52-0a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",DWM-5,"Protecao fase 3 - Global Windows
26 Jan 26 14:05 UTC","Windows - Estacoes - Global
26 Jan 26 14:53 UTC","platform_default
17 Apr 25 12:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:37 UTC"
SIC_07_4349_03,88bf04a642564bdfadefede4fdfaba1b,2026-02-02T13:23:12Z,2025-12-01T18:40:17Z,Windows,Windows 11,Workstation,192.168.93.6,138.118.3.55,00-d7-6d-99-8e-0f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",giovanas4349_03,"Protecao fase 3 - Global Windows
14 Jan 26 12:30 UTC","Windows - Estacoes - Global
14 Jan 26 12:32 UTC","platform_default
01 Dec 25 18:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Dec 25 18:47 UTC"
